,caseid,weight,biden_winner,legit_result,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,ideo7,educ7,hispanic,ethnicity,votereg,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,wave
955,181135387,0.91798497927212,Definitely the rightful winner,Entirely legitimate,Joe Biden,1960,60,55 - 64,Female,Married,Part-time,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,55422,Minnesota,Very liberal,Bachelor's degree,No,White,Yes,Most of the time,Something else,Never,No,Not at all important,A few times a week,13
956,325781278,1.00445546569846,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1958,62,55 - 64,Female,Divorced,Permanently disabled,"$10,000 - $19,999",Republican,Strong Republican,Did not vote for President,66762,Kansas,Very conservative,Some college,No,American Indian or Alaska Native,No,Some of the time,Nothing in particular,Never,No,Somewhat important,Several times a day,13
957,386789020,0.924246665407341,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1954,66,65 - 74,Female,Domestic / civil partnership,Retired,"$20,000 - $29,999",Republican,Strong Republican,Did not vote for President,34473,Florida,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Hardly at all,Nothing in particular,Seldom,Yes,Very important,Several times a day,13
958,185176186,0.779916589990346,Definitely the rightful winner,Entirely legitimate,Joe Biden,1987,33,25 - 34,Female,Never married,Unemployed,"Less than $10,000",Democrat,Not very strong Democrat,Hillary Clinton,10453,New York,Very liberal,Associate's degree,No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Never,No,Not at all important,Never,13
959,67135114,1.02024595364704,Definitely the rightful winner,Entirely legitimate,,1967,53,45 - 54,Male,Married,Full-time,"$60,000 - $69,999",Democrat,Not very strong Democrat,Did not vote for President,49686,Michigan,Somewhat liberal,Some college,No,White,No,Some of the time,Atheist,Never,No,Not at all important,Never,13
960,68334697,1.62,Definitely the rightful winner,Entirely legitimate,Joe Biden,1955,65,65 - 74,Male,Divorced,Full-time,"$120,000 - $149,999",Independent,Lean Democrat,Did not vote for President,46143,Indiana,Moderate; middle of the road,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Once or twice a month,No,Very important,Several times a day,13
961,33345541,0.853830665451112,Definitely the rightful winner,Entirely legitimate,Joe Biden,1963,57,55 - 64,Female,Married,Full-time,"$200,000 - $249,999",Democrat,Strong Democrat,Hillary Clinton,60513,Illinois,Very liberal,Master's degree,No,White,Yes,Most of the time,Jewish,A few times a year,No,Somewhat important,Seldom,13
962,203332588,0.978116329847612,Definitely the rightful winner,Entirely legitimate,Joe Biden,1949,71,65 - 74,Male,Married,Retired,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,37934,Tennessee,Somewhat liberal,Professional or doctorate degree,No,White,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,A few times a week,13
963,164786740,0.932420417168885,Definitely the rightful winner,Entirely legitimate,Joe Biden,1953,67,65 - 74,Male,Married,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,66205,Kansas,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,13
964,201074059,1.00174440881116,Definitely not the rightful winner,Not very legitimate,Donald Trump,1955,65,65 - 74,Male,Married,Retired,Prefer not to say,Republican,Strong Republican,Donald Trump,78028,Texas,Very conservative,Bachelor's degree,No,White,Yes,Most of the time,Something else,Never,No,Not too important,Once a day,13
965,343572568,0.457958238769354,Definitely the rightful winner,Entirely legitimate,Donald Trump,1968,52,45 - 54,Male,Never married,Retired,"$50,000 - $59,999",Independent,Independent,Gary Johnson,32763,Florida,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Roman Catholic,Seldom,No,Somewhat important,Seldom,13
966,220775032,0.430546190872751,Definitely the rightful winner,Entirely legitimate,Joe Biden,1958,62,55 - 64,Female,Married,Retired,"$20,000 - $29,999",Independent,Lean Democrat,Jill Stein,98042,Washington,Slightly liberal,Associate's degree,No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Once a day,13
967,143934019,1.00535574455292,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1953,67,65 - 74,Male,Never married,Full-time,"$30,000 - $39,999",Republican,Strong Republican,Donald Trump,92646,California,Very conservative,Bachelor's degree,No,White,Yes,Most of the time,Protestant,Never,Yes,Very important,A few times a week,13
968,159079744,0.872993888080957,Definitely the rightful winner,Entirely legitimate,Joe Biden,1985,35,35 - 44,Female,Never married,Full-time,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,60622,Illinois,Somewhat liberal,Master's degree,No,Asian/Pacific Islander,Yes,Some of the time,Atheist,Never,No,Not at all important,Never,13
969,204738130,1.05787198908298,Probably the rightful winner,Entirely legitimate,Joe Biden,1991,29,25 - 34,Male,Never married,Full-time,"$30,000 - $39,999",Independent,Independent,Did not vote for President,78617,Texas,Moderate; middle of the road,Associate's degree,Yes,American Indian or Alaska Native,Yes,Only now and then,Roman Catholic,Seldom,No,Somewhat important,Once a day,13
970,56809465,1.16130980385897,Definitely not the rightful winner,Not legitimate at all,,1965,55,55 - 64,Female,Married,Full-time,"$70,000 - $79,999",Republican,Not very strong Republican,Donald Trump,73538,Oklahoma,Slightly liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Never,Yes,Not too important,Once a day,13
971,223185217,0.505579670782538,Probably the rightful winner,Not very legitimate,Joe Biden,1967,53,45 - 54,Male,Married,Other,"$100,000 - $119,999",Independent,Independent,Gary Johnson,72297,Arkansas,Moderate; middle of the road,Master's degree,No,White,Yes,Most of the time,Protestant,Seldom,No,Not too important,Seldom,13
972,54477595,1.16741826255953,Probably not the rightful winner,Somewhat legitimate,Donald Trump,1952,68,65 - 74,Male,Married,Retired,"$70,000 - $79,999",Republican,Strong Republican,Donald Trump,32720,Florida,Somewhat conservative,Some college,No,White,Yes,Most of the time,Roman Catholic,Once or twice a month,No,Very important,Once a day,13
973,403332778,0.914750686446148,Definitely the rightful winner,Entirely legitimate,Joe Biden,1985,35,35 - 44,Male,Never married,Full-time,"$70,000 - $79,999",Democrat,Not very strong Democrat,Donald Trump,54220,Wisconsin,Slightly conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Nothing in particular,Seldom,No,Not too important,Seldom,13
974,210669439,1.17080717994794,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1978,42,35 - 44,Male,Divorced,Full-time,"$10,000 - $19,999",Independent,Independent,Donald Trump,45237,Ohio,Moderate; middle of the road,Some college,No,White,Yes,Only now and then,Nothing in particular,Seldom,No,Not too important,Seldom,13
975,352940236,0.832448276394577,Probably the rightful winner,Not very legitimate,,1987,33,25 - 34,Female,Widowed,Homemaker,Prefer not to say,Not sure,Not sure,Did not vote for President,23601,Virginia,Moderate; middle of the road,Professional or doctorate degree,Yes,Hispanic/Latino/Chicano/a,Don't know,Only now and then,Roman Catholic,A few times a year,No,Very important,Once a day,13
976,420199642,0.878359629549531,Definitely the rightful winner,Entirely legitimate,,1979,41,35 - 44,Male,Married,Unemployed,"$20,000 - $29,999",Not sure,Lean Democrat,Did not vote for President,94607,California,Somewhat liberal,Some college,No,White,No,Only now and then,Nothing in particular,Never,No,Not at all important,Never,13
977,141038263,0.744664339605294,Probably the rightful winner,Somewhat legitimate,Joe Biden,1963,57,55 - 64,Female,Divorced,Retired,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,75152,Texas,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Black or African American,Yes,Some of the time,Protestant,Once a week,Yes,Very important,Once a day,13
978,213254842,0.950141748696125,Definitely the rightful winner,Entirely legitimate,,1966,54,45 - 54,Male,Married,Other,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,94303,California,Somewhat liberal,Master's degree,No,White,No,Most of the time,Atheist,Never,No,Not at all important,Never,13
979,141468322,0.958480322816182,Definitely the rightful winner,Entirely legitimate,Joe Biden,1956,64,55 - 64,Female,Married,Retired,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,48336,Michigan,Slightly liberal,Associate's degree,No,Black or African American,Yes,Most of the time,Something else,More than once a week,No,Very important,Never,13
980,197834491,1.06408550497027,Definitely the rightful winner,Entirely legitimate,Joe Biden,1973,47,45 - 54,Male,Married,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Donald Trump,16335,Pennsylvania,Very liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Seldom,No,Not at all important,A few times a month,13
981,183342379,0.78753158985767,Probably the rightful winner,Somewhat legitimate,,1992,28,25 - 34,Female,Never married,Part-time,"$50,000 - $59,999",Not sure,Independent,Did not vote for President,95327,California,Very liberal,Associate's degree,Yes,Multi-racial,No,Only now and then,Nothing in particular,Seldom,No,Not at all important,Once a week,13
982,54650317,0.776937299356612,Definitely the rightful winner,Entirely legitimate,Joe Biden,1984,36,35 - 44,Female,Married,Full-time,"$30,000 - $39,999",Not sure,Lean Democrat,Did not vote for President,64507,Missouri,Very liberal,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Nothing in particular,Never,No,Not at all important,Never,13
983,43688578,1.05593611852477,Definitely the rightful winner,Entirely legitimate,Joe Biden,1941,79,75 - 84,Female,Married,Retired,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,34135,Florida,Somewhat liberal,Master's degree,No,White,Yes,Most of the time,Jewish,A few times a year,No,Somewhat important,A few times a month,13
984,191628514,0.836411126606344,Definitely the rightful winner,Entirely legitimate,Joe Biden,1991,29,25 - 34,Male,Married,Full-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,97008,Oregon,Very liberal,Some college,Yes,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,13
985,418717786,0.870058207647484,Definitely the rightful winner,Entirely legitimate,Joe Biden,1965,55,55 - 64,Female,Widowed,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,37918,Tennessee,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Protestant,More than once a week,Yes,Very important,Several times a day,13
986,132152773,0.952010879862631,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1981,39,35 - 44,Female,Married,Homemaker,Prefer not to say,Republican,Strong Republican,Did not vote for President,15701,Pennsylvania,Very conservative,Some college,No,White,Yes,Most of the time,Protestant,A few times a year,Yes,Somewhat important,A few times a week,13
987,6767782,1.11258810630399,Probably not the rightful winner,Not very legitimate,Donald Trump,1945,75,75 - 84,Female,Married,Retired,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,85248,Arizona,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,White,Yes,Most of the time,Nothing in particular,Never,No,Not too important,Seldom,13
988,131922850,0.480162778578425,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1954,66,65 - 74,Female,Married,Permanently disabled,"$30,000 - $39,999",Republican,Strong Republican,Other,43614,Ohio,Very conservative,Associate's degree,No,White,Yes,Most of the time,Protestant,Seldom,Yes,Very important,Several times a day,13
989,6078682,0.874634690693469,Definitely the rightful winner,Entirely legitimate,Joe Biden,1953,67,65 - 74,Male,Married,Retired,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,31407,Georgia,Somewhat liberal,Some college,No,White,Yes,Most of the time,Roman Catholic,Seldom,No,Not at all important,Never,13
990,45483598,0.705710381647435,Definitely the rightful winner,Entirely legitimate,Joe Biden,1936,84,75 - 84,Female,Married,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,46574,Indiana,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,13
991,202451086,0.760133973982566,Definitely the rightful winner,Somewhat legitimate,Joe Biden,1995,25,25 - 34,Female,Never married,Part-time,"$40,000 - $49,999",Independent,Lean Democrat,Did not vote for President,6460,Connecticut,Slightly liberal,Some college,No,White,Yes,Some of the time,Atheist,Never,No,Not at all important,Never,13
992,190409377,0.817868078803171,Definitely the rightful winner,Entirely legitimate,Joe Biden,1982,38,35 - 44,Female,Married,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,10452,New York,Slightly liberal,Some college,No,Black or African American,Yes,Some of the time,Roman Catholic,Once a week,No,Somewhat important,A few times a week,13
993,312276214,0.995161337184032,Probably the rightful winner,Entirely legitimate,Someone else,1951,69,65 - 74,Female,Widowed,Retired,"$30,000 - $39,999",Other,Independent,Donald Trump,83204,Idaho,Moderate; middle of the road,Some college,No,White,Yes,Some of the time,Mormon,Seldom,Yes,Very important,Several times a day,13
994,218632405,1.08006471611893,Definitely the rightful winner,Entirely legitimate,Donald Trump,1978,42,35 - 44,Female,Never married,Part-time,"$20,000 - $29,999",Republican,Not very strong Republican,Donald Trump,78719,Texas,Very conservative,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Hardly at all,Protestant,More than once a week,Yes,Very important,Several times a day,13
