caseid,weight,biden_winner,legit_result,pres_vote,birthyr,age,age9,gender,marstat,child18,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,ideo7,educ7,hispanic,ethnicity,votereg,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,wave
361884922,1.07233716644975,Probably the rightful winner,Somewhat legitimate,,1986,34,25 - 34,Female,Married,Yes,Homemaker,"Less than $10,000",Independent,Independent,Did not vote for President,31315,Georgia,Somewhat liberal,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,Only now and then,Nothing in particular,A few times a year,No,Somewhat important,A few times a week,14
33745444,0.79588202081345,Definitely the rightful winner,Entirely legitimate,Joe Biden,1975,45,45 - 54,Male,Never married,No,Full-time,Prefer not to say,Independent,Lean Democrat,Hillary Clinton,80205,Colorado,Moderate; middle of the road,Professional or doctorate degree,No,White,Yes,Most of the time,Protestant,Once or twice a month,No,Somewhat important,Once a day,14
410433418,1.41234531917588,Probably the rightful winner,Somewhat legitimate,Donald Trump,1986,34,25 - 34,Male,Married,Yes,Full-time,"$120,000 - $149,999",Republican,Not very strong Republican,Donald Trump,91801,California,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Some of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a week,14
342000490,0.79124214104544,Definitely the rightful winner,Entirely legitimate,Joe Biden,1974,46,45 - 54,Female,Divorced,No,Homemaker,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,6790,Connecticut,Slightly liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Seldom,No,Not too important,Seldom,14
144485572,1.17976113773844,Probably the rightful winner,Somewhat legitimate,,1985,35,35 - 44,Female,Married,Yes,Part-time,"$20,000 - $29,999",Not sure,Not sure,Did not vote for President,89178,Nevada,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,No,Most of the time,Roman Catholic,Once or twice a month,No,Not at all important,Once a day,14
193087636,0.870593035096248,Probably the rightful winner,Somewhat legitimate,,1991,29,25 - 34,Male,Never married,Yes,Part-time,"$20,000 - $29,999",Independent,Independent,Did not vote for President,45237,Ohio,Somewhat conservative,High school diploma or the equivalent (GED),No,Black or African American,No,Some of the time,Something else,Once a week,Yes,Somewhat important,Once a day,14
205973800,1.20537965348667,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1950,70,65 - 74,Male,Married,No,Retired,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,76904,Texas,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Seldom,Yes,Very important,Once a day,14
214907482,1.14830918751889,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1962,58,55 - 64,Male,Married,No,Permanently disabled,"$30,000 - $39,999",Other,Lean Republican,Donald Trump,46012,Indiana,Somewhat conservative,Bachelor's degree,No,White,Yes,Some of the time,Atheist,Never,No,Not at all important,Never,14
41609353,1.47112386731172,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1964,56,55 - 64,Male,Married,No,Full-time,"$100,000 - $119,999",Republican,Strong Republican,Donald Trump,28079,North Carolina,Very conservative,Associate's degree,No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,14
207260161,1.23779258064881,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1967,53,45 - 54,Female,Married,No,Homemaker,"$30,000 - $39,999",Republican,Not very strong Republican,Donald Trump,32712,Florida,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Protestant,Never,No,Somewhat important,A few times a month,14
218632405,0.796139440671931,Definitely the rightful winner,Somewhat legitimate,Donald Trump,1978,42,35 - 44,Female,Never married,No,Part-time,"$20,000 - $29,999",Republican,Not very strong Republican,Donald Trump,78719,Texas,Very conservative,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Hardly at all,Protestant,More than once a week,Yes,Very important,Several times a day,14
302984248,0.317015497749379,Definitely the rightful winner,Entirely legitimate,Joe Biden,1976,44,35 - 44,Male,Never married,No,Full-time,"$10,000 - $19,999",Democrat,Not very strong Democrat,Other,21222,Maryland,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Other,Yes,Only now and then,Muslim,Never,No,Somewhat important,Seldom,14
166220344,1.0097318914893,Definitely the rightful winner,Entirely legitimate,Joe Biden,1972,48,45 - 54,Female,Married,Yes,Full-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,8201,New Jersey,Somewhat liberal,Master's degree,No,Multi-racial,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
416954512,1.13548384883186,Probably not the rightful winner,Somewhat legitimate,Donald Trump,1975,45,45 - 54,Female,Divorced,No,Unemployed,"Less than $10,000",Independent,Independent,Did not vote for President,32309,Florida,Moderate; middle of the road,Associate's degree,No,White,Yes,Hardly at all,Something else,Seldom,Yes,Very important,Several times a day,14
209064496,1.9926404407906,Probably the rightful winner,Entirely legitimate,Donald Trump,1994,26,25 - 34,Male,Never married,No,Part-time,"$20,000 - $29,999",Republican,Strong Republican,Did not vote for President,43230,Ohio,Very conservative,Did not graduate from high school,No,Black or African American,Yes,Some of the time,Roman Catholic,Once a week,No,Somewhat important,A few times a week,14
140308972,0.282803644601424,Definitely the rightful winner,Entirely legitimate,Joe Biden,1948,72,65 - 74,Male,Married,No,Retired,"$100,000 - $119,999",Independent,Independent,Jill Stein,2702,Massachusetts,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Nothing in particular,Seldom,No,Not too important,Seldom,14
188140153,1.06271824668948,Definitely the rightful winner,Entirely legitimate,Joe Biden,1961,59,55 - 64,Female,Divorced,No,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,77383,Texas,Somewhat liberal,Some college,No,Black or African American,Yes,Most of the time,Roman Catholic,A few times a year,No,Very important,Once a day,14
46294360,1.01009811467894,Probably the rightful winner,Somewhat legitimate,Donald Trump,1928,92,85 or older,Male,Widowed,No,Retired,"$70,000 - $79,999",Republican,Strong Republican,Donald Trump,97230,Oregon,Very conservative,Bachelor's degree,No,White,Yes,Most of the time,Protestant,A few times a year,No,Not too important,Seldom,14
136271002,0.846947559499535,Definitely the rightful winner,Entirely legitimate,Joe Biden,1946,74,65 - 74,Female,Divorced,No,Retired,"$10,000 - $19,999",Independent,Independent,Donald Trump,85706,Arizona,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,A few times a month,14
308023972,0.975063597882693,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1982,38,35 - 44,Female,Married,Yes,Full-time,"$30,000 - $39,999",Independent,Lean Republican,Did not vote for President,34436,Florida,Somewhat conservative,Associate's degree,No,White,Yes,Only now and then,Protestant,A few times a year,No,Very important,Several times a day,14
301231978,0.909095442065365,Definitely the rightful winner,Entirely legitimate,Joe Biden,1959,61,55 - 64,Female,Married,No,Homemaker,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,98272,Washington,Slightly liberal,Some college,No,White,Yes,Most of the time,Roman Catholic,Never,No,Not at all important,A few times a month,14
132228166,1.74037432323146,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1962,58,55 - 64,Female,Divorced,No,Retired,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,78251,Texas,Very conservative,Some college,No,White,Yes,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,14
6157909,1.89331148154863,Definitely the rightful winner,Entirely legitimate,Joe Biden,1957,63,55 - 64,Male,Never married,No,Permanently disabled,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,91403,California,Very liberal,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
42946507,1.01928813410981,Definitely the rightful winner,Entirely legitimate,Joe Biden,1960,60,55 - 64,Female,Married,No,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,39817,Georgia,Somewhat liberal,High school diploma or the equivalent (GED),No,Black or African American,Yes,Most of the time,Something else,Once a week,Yes,Very important,Several times a day,14
173766502,0.843314234224931,Definitely not the rightful winner,Not legitimate at all,,1962,58,55 - 64,Male,Never married,No,Full-time,"$60,000 - $69,999",Other,Independent,Did not vote for President,37615,Tennessee,Somewhat conservative,Master's degree,No,White,Yes,Only now and then,Protestant,Seldom,Yes,Very important,Once a day,14
130844752,1.18602386761188,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1969,51,45 - 54,Male,Never married,No,Permanently disabled,"$20,000 - $29,999",Republican,Strong Republican,Donald Trump,28139,North Carolina,Somewhat conservative,Master's degree,No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,14
387916420,0.860172701488767,Definitely the rightful winner,Entirely legitimate,Joe Biden,1962,58,55 - 64,Female,Married,No,Permanently disabled,"$40,000 - $49,999",Democrat,Strong Democrat,Hillary Clinton,32825,Florida,Somewhat liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Never,No,Somewhat important,Several times a day,14
416737726,1.30819263543537,Probably the rightful winner,Somewhat legitimate,Donald Trump,1975,45,45 - 54,Female,Domestic / civil partnership,Yes,Part-time,"$350,000 - $499,999",Democrat,Not very strong Democrat,Donald Trump,94526,California,Slightly liberal,Some college,No,Other,Yes,Most of the time,Protestant,A few times a year,No,Somewhat important,Several times a day,14
144326956,0.821966534400363,Definitely the rightful winner,Entirely legitimate,Joe Biden,1959,61,55 - 64,Female,Divorced,No,Permanently disabled,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,92071,California,Very liberal,Master's degree,No,White,Yes,Some of the time,Atheist,Never,No,Not at all important,Never,14
159117688,0.973432229862188,Definitely the rightful winner,Somewhat legitimate,,1987,33,25 - 34,Female,Married,Yes,Temporarily laid off,"$30,000 - $39,999",Democrat,Not very strong Democrat,Did not vote for President,11204,New York,Slightly conservative,Some college,No,Hispanic/Latino/Chicano/a,No,Only now and then,Buddhist,Once or twice a month,No,Somewhat important,A few times a month,14
164958559,1.01861494826463,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1959,61,55 - 64,Male,Never married,No,Permanently disabled,"$10,000 - $19,999",Independent,Independent,Donald Trump,99504,Alaska,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,A few times a year,Yes,Very important,Several times a day,14
407907532,0.168402047398728,Probably the rightful winner,Entirely legitimate,Someone else,1967,53,45 - 54,Female,Divorced,Yes,Part-time,"$10,000 - $19,999",Republican,Not very strong Republican,Other,84047,Utah,Moderate; middle of the road,Some college,No,White,Yes,Only now and then,Nothing in particular,Never,No,Not at all important,Never,14
184961998,0.95656473574367,Definitely the rightful winner,Entirely legitimate,Joe Biden,1994,26,25 - 34,Female,Married,No,Full-time,"$40,000 - $49,999",Independent,Lean Democrat,Did not vote for President,99163,Washington,Somewhat liberal,Master's degree,Yes,Multi-racial,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
36575824,0.809086246956185,Definitely the rightful winner,Entirely legitimate,,1977,43,35 - 44,Female,Married,Yes,Homemaker,Prefer not to say,Democrat,Not very strong Democrat,Did not vote for President,28405,North Carolina,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Only now and then,Atheist,Never,No,Not at all important,Never,14
379825576,0.842551552123792,Probably the rightful winner,Not very legitimate,,2000,20,18 - 24,Female,Never married,No,Unemployed,"$50,000 - $59,999",Independent,Independent,Did not vote for President,27803,North Carolina,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Hardly at all,Nothing in particular,Seldom,No,Somewhat important,Seldom,14
209429908,0.858185927820068,Definitely the rightful winner,Entirely legitimate,Joe Biden,1993,27,25 - 34,Female,Never married,No,Unemployed,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,32304,Florida,Very liberal,Professional or doctorate degree,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
194834965,1.36985314116322,Probably the rightful winner,Somewhat legitimate,Donald Trump,1957,63,55 - 64,Male,Married,Yes,Retired,"$70,000 - $79,999",Republican,Not very strong Republican,Donald Trump,15001,Pennsylvania,Moderate; middle of the road,Some college,No,White,Yes,Some of the time,Protestant,Seldom,No,Not too important,Seldom,14
141571801,1.07069332431257,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1950,70,65 - 74,Male,Never married,No,Retired,"$20,000 - $29,999",Independent,Lean Republican,Donald Trump,89521,Nevada,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Never,No,Not too important,Never,14
6158611,0.866267948650138,Definitely the rightful winner,Entirely legitimate,Joe Biden,1950,70,65 - 74,Male,Married,No,Retired,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,95765,California,Somewhat liberal,Master's degree,No,White,Yes,Most of the time,Protestant,Seldom,No,Not too important,A few times a month,14
165380353,0.957696610985288,Probably the rightful winner,Somewhat legitimate,,1958,62,55 - 64,Male,Married,No,Permanently disabled,"$30,000 - $39,999",Independent,Independent,Did not vote for President,46986,Indiana,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Multi-racial,No,Only now and then,Protestant,Once a week,No,Somewhat important,Don't know,14
